company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,date_basis,source,confidence,score,status,wikidata_id,wikidata_label,notes
Peoplehood,06-Aug-2025,Merger/Acquisition,"""New York, NY""",peoplehood,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
PepGen (NAS: PEPG),06-May-2022,IPO,"""Boston, MA""",pepgen,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pepins,28-Oct-2021,Buyout/LBO,"""Stockholm, Sweden""",pepins,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Peraso (NAS: PRSO),17-Dec-2021,Reverse Merger,"""San Jose, CA""",peraso,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Perception Point,05-Dec-2024,Merger/Acquisition,"""Boston, MA""",perception point,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Perch (Electronic Equipment and Instruments),04-Jun-2025,Merger/Acquisition,"""Cambridge, MA""",perch (electronic equipment and instruments),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PeriShip,22-Apr-2022,Merger/Acquisition,"""Branford, CT""",periship,2001-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q7168338,PeriShip,hq=united states
Perkbox,20-Feb-2024,Buyout/LBO,"""London, United Kingdom""",perkbox,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Perpetua (Business/Productivity Software),15-Apr-2021,Merger/Acquisition,"""Portsmouth, NH""",perpetua (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PersistIQ,26-Feb-2021,Merger/Acquisition,"""San Mateo, CA""",persistiq,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Personal Genome Diagnostics,18-Feb-2022,Merger/Acquisition,"""Baltimore, MD""",personal genome diagnostics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Petabyte Technology,07-Nov-2022,Merger/Acquisition,"""Bellevue, WA""",petabyte technology,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PF WaterWorks,04-Nov-2024,Merger/Acquisition,"""Houston, TX""",pf waterworks,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PFS Genomics,03-May-2021,Merger/Acquisition,"""Vancouver, Canada""",pfs genomics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PFSN,22-Mar-2023,Merger/Acquisition,"""Bristol, CT""",pfsn,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Pharmiva,31-Mar-2021,IPO,"""Lund, Sweden""",pharmiva,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pharvaris (NAS: PHVS),05-Feb-2021,IPO,"""Zug, Switzerland""",pharvaris,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Phasya,05-Aug-2021,Merger/Acquisition,"""Seraing, Belgium""",phasya,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
PhenomeX,02-Oct-2023,Merger/Acquisition,"""Emeryville, CA""",phenomex,,,Wikidata,NONE,45,NO_MATCH,Q99363740,PhenomeXcan: Mapping the genome to the phenome through the transcriptome,hq=united states; desc=scientific article published on 10 September 2020
Pherecydes Pharma,05-Feb-2021,IPO,"""Nantes, France""",pherecydes pharma,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Phoenix Health & Safety,25-Oct-2024,Merger/Acquisition,"""Cannock, United Kingdom""",phoenix health and safety,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Phoenix Motorcars (PINX: PEVMD),08-Jun-2022,IPO,"""Anaheim, CA""",phoenix motorcars,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Phone.com (Communication Software),26-Dec-2025,Merger/Acquisition,"""Newark, NJ""",phonecom (communication software),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
PhysioAssist,14-Sep-2023,Merger/Acquisition,"""Aix-en-Provence, France""",physioassist,2012-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q111450473,PhysioAssist,"hq=france; desc=French medical device company, responsible for Simeox technology"
Physitrack (STO: PTRK),18-Jun-2021,IPO,"""London, United Kingdom""",physitrack,,,Wikidata,NONE,70,NO_MATCH,Q125844365,Physitrack,hq=united kingdom; aliases=PhysiApp; desc=Organization tool and patient app for Physiotherapists
Picard Medical (ASE: PMI),29-Aug-2025,IPO,"""Tucson, AZ""",picard medical,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pickpocket,13-Jan-2021,Merger/Acquisition,"""San Francisco, CA""",pickpocket,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Picky Bars,03-May-2021,Merger/Acquisition,"""Bend, OR""",picky bars,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Picodi,26-Feb-2021,Merger/Acquisition,"""Krakow, Poland""",picodi,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Piedmont Animal Health,27-Jul-2022,Merger/Acquisition,"""Greensboro, NC""",piedmont animal health,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Piedmont Bank,10-Jan-2025,Merger/Acquisition,"""Peachtree Corners, GA""",piedmont bank,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pila Pharma (STO: PILA),15-Jul-2021,IPO,"""Malmo, Sweden""",pila pharma,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pilates Metrics,15-Apr-2021,Merger/Acquisition,"""Modesto, CA""",pilates metrics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pilloxa,28-Nov-2022,Merger/Acquisition,"""Stockholm, Sweden""",pilloxa,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Pineapple Financial (ASE: PAPL),01-Nov-2023,IPO,"""Toronto, Canada""",pineapple financial,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
PinnacleCare,01-Jul-2021,Merger/Acquisition,"""Baltimore, MD""",pinnaclecare,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PinPoint Testing,28-Mar-2023,Merger/Acquisition,"""Little Rock, AR""",pinpoint testing,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pionyr Immunotherapeutics,04-Aug-2023,Merger/Acquisition,"""South San Francisco, CA""",pionyr immunotherapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pishposh (Internet Retail),08-Mar-2023,IPO,"""Lakewood, NJ""",pishposh (internet retail),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pivot Financial,21-Sep-2021,Buyout/LBO,"""Toronto, Canada""",pivot financial,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pivot3,22-Jul-2021,Merger/Acquisition,"""Spring, TX""",pivot3,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pivotal Systems,13-Nov-2023,Merger/Acquisition,"""Fremont, CA""",pivotal systems,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PixelMe,01-Oct-2021,Merger/Acquisition,"""Paris, France""",pixelme,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
PixelPin,18-Mar-2021,Merger/Acquisition,"""Cheltenham, United Kingdom""",pixelpin,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pixfam (NGM: PIXFAM),17-Sep-2021,IPO,"""Stockholm, Sweden""",pixfam,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pixonic,01-Sep-2022,Merger/Acquisition,"""Limassol, Cyprus""",pixonic,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Plan A,07-Jan-2026,Merger/Acquisition,"""Berlin, Germany""",plan a,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Planck Aerosystems,17-Aug-2022,Merger/Acquisition,"""San Diego, CA""",planck aerosystems,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Planday,03-Mar-2021,Merger/Acquisition,"""Copenhagen, Denmark""",planday,2013-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q107369245,Planday,hq=denmark; desc=Danish workforce scheduling SaaS solution
Planet Found Energy Development,07-Nov-2022,Merger/Acquisition,"""Pocomoke, MD""",planet found energy development,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Planet Labs (NYS: PL),07-Dec-2021,Reverse Merger,"""San Francisco, CA""",planet labs,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Planethic Group (FRA: VEZ),10-Nov-2021,IPO,"""Ludwigsfelde, Germany""",planethic,2011-00-00,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q136369120,Planethic Group AG,hq=germany; aliases=Veganz AG|Planethic Group; desc=provider of vegan foods and FoodTech solutions
Planetly,08-Oct-2021,Merger/Acquisition,"""Berlin, Germany""",planetly,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Plastiq,31-Jul-2023,Merger/Acquisition,"""San Francisco, CA""",plastiq,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Playdemic,20-Sep-2021,Merger/Acquisition,"""London, United Kingdom""",playdemic,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Playdigious,31-May-2021,Merger/Acquisition,"""Nancy, France""",playdigious,,,Wikidata,NONE,70,NO_MATCH,Q32999145,Playdigious,hq=france; desc=video game publisher
"""Playmaker (Movies, Music and Entertainment)""",03-Jul-2023,Merger/Acquisition,"""Deerfield Beach, FL""",playmaker (movies music and entertainment),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Playmaker Capital,03-Jun-2021,Reverse Merger,"""Toronto, Canada""",playmaker capital,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Playspace (Digital Collaboration Platform),09-Sep-2021,Merger/Acquisition,"""San Francisco, CA""",playspace (digital collaboration platform),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
PLAYSTUDIOS (NAS: MYPS),21-Jun-2021,Reverse Merger,"""Las Vegas, NV""",playstudios,,,Wikidata,NONE,70,NO_MATCH,Q138115241,Playstudios,hq=united states; desc=American mobile game developer
Plenish (Beverages),01-May-2021,Merger/Acquisition,"""London, United Kingdom""",plenish (beverages),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Plexian,14-Apr-2021,IPO,"""Malmo, Sweden""",plexian,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PlugSurfing,01-Sep-2022,Merger/Acquisition,"""Berlin, Germany""",plugsurfing,,,Wikidata,NONE,45,NO_MATCH,Q131886124,Plugsurfing B.V.,hq=germany
Pluma,30-Jun-2021,Merger/Acquisition,"""San Francisco, CA""",pluma,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Pluribus Networks,01-Jun-2022,Merger/Acquisition,"""Santa Clara, CA""",pluribus networks,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PLUS (Consumer Non-Durables),28-Apr-2022,Merger/Acquisition,"""San Mateo, CA""",plus (consumer non-durables),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PlusDental,01-Jul-2022,Merger/Acquisition,"""Berlin, Germany""",plusdental,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
PlushCare,09-Jun-2021,Merger/Acquisition,"""San Francisco, CA""",plushcare,,,Wikidata,NONE,70,NO_MATCH,Q106752047,PlushCare,hq=united states; desc=company
PMD Device Solutions,29-Dec-2023,Reverse Merger,"""Cork, Ireland""",pmd device solutions,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PMGC Holdings (NAS: ELAB),22-Nov-2023,IPO,"""Newport Beach, CA""",pmgc,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Podchaser,01-Aug-2022,Merger/Acquisition,"""Oklahoma City, OK""",podchaser,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Podcorn,09-Mar-2021,Merger/Acquisition,"""Beverly Hills, CA""",podcorn,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Podz,17-Jun-2021,Merger/Acquisition,"""New York, NY""",podz,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Point Biopharma Global,30-Jun-2021,Reverse Merger,"""Indianapolis, IN""",point biopharma global,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Polar Security,16-May-2023,Merger/Acquisition,"""San Jose, CA""",polar security,,,Wikidata,NONE,0,NO_MATCH,Q54933316,Polar Sentinel-class icebreaker,hq=united states; aliases=Polar Security Cutter; desc=United States Coast Guard program
Pollenity (XBUL: BEE),05-Aug-2022,IPO,"""Sofia, Bulgaria""",pollenity,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pond5,11-May-2022,Merger/Acquisition,"""New York, NY""",pond5,2006-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q18343497,Pond5,hq=united states; desc=American stock photo agency
Ponder,23-Oct-2023,Merger/Acquisition,"""San Mateo, CA""",ponder,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Pontus Water Lentils,03-Nov-2022,Merger/Acquisition,"""Surrey, Canada""",pontus water lentils,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pony.ai (HKG: 02026),27-Nov-2024,IPO,"""Fremont, CA""",ponyai,2016-12-00,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q65056153,Pony.ai,hq=united states; aliases=pony.ai|Pony AI; desc=autonomous vehicle technology company
Poppi,19-May-2025,Merger/Acquisition,"""Austin, TX""",poppi,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Populi (Business/Productivity Software),21-Jul-2023,Merger/Acquisition,"""Avon, CT""",populi (business/productivity software),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Portavita,01-Apr-2021,Merger/Acquisition,"""Amsterdam, Netherlands""",portavita,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Poseida Therapeutics,08-Jan-2025,Merger/Acquisition,"""San Diego, CA""",poseida therapeutics,2014,operating_founding,Wikidata,LOW,45,REVIEW,Q104481456,Poseida Therapeutics (United States),"hq=united states; desc=company in San Diego, United States"
Poshmark,14-Jan-2021,IPO,"""Redwood City, CA""",poshmark,2011,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q17051868,Poshmark,hq=united states; desc=social commerce website
Posterton,06-Jan-2023,Merger/Acquisition,"""Stockholm, Sweden""",posterton,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PotGuide,15-Sep-2021,Merger/Acquisition,"""Denver, CO""",potguide,2013-09-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q108546257,PotGuide,"hq=united states; aliases=PGED Corp.|Pot Guide|Colorado PotGuide; desc=comprehensive online resource for the cannabis industry connecting consumers to dispensaries, delivery services, brands and deals/offers on consumer products"
Potion (Internet Software),02-Jun-2023,Merger/Acquisition,"""Seattle, WA""",potion (internet software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Power (Financial Software),30-Jan-2023,Merger/Acquisition,"""New York, NY""",power (financial software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PowerDot,15-Apr-2021,Merger/Acquisition,"""Carlsbad, CA""",powerdot,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Poynt,01-Feb-2021,Merger/Acquisition,"""Palo Alto, CA""",poynt,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
PozLab,06-May-2024,Merger/Acquisition,"""Poznan, Poland""",pozlab,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PreCardia,28-May-2021,Merger/Acquisition,"""Saint Paul, MN""",precardia,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Preciseley Microtechnology,30-Jan-2022,Merger/Acquisition,"""Burnaby, Canada""",preciseley microtechnology,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Precision Extraction Solutions,01-Oct-2021,Merger/Acquisition,"""Troy, MI""",precision extraction solutions,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Precision Healing,04-Apr-2022,Merger/Acquisition,"""Newton, MA""",precision healing,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Predata,30-Jun-2021,Merger/Acquisition,"""Washington, DC""",predata,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Predibase,18-Jul-2025,Merger/Acquisition,"""San Francisco, CA""",predibase,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Predicare,10-Dec-2024,Merger/Acquisition,"""Gothenburg, Sweden""",predicare,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Preligens,02-Sep-2024,Merger/Acquisition,"""Paris, France""",preligens,,,Wikidata,NONE,70,NO_MATCH,Q120312510,Preligens,hq=france; desc=French geospatial company
Prepared,02-Oct-2025,Merger/Acquisition,"""New York, NY""",prepared,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Presto,21-Sep-2022,Reverse Merger,"""San Carlos, CA""",presto,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Prevail Therapeutics,22-Jan-2021,Merger/Acquisition,"""New York, NY""",prevail therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Prevenio,02-Jul-2021,Merger/Acquisition,"""Bridgewater, NJ""",prevenio,2011-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q136824394,Prevenio,hq=united states; desc=brand by JBT Marel
Preventice Solutions,01-Mar-2021,Merger/Acquisition,"""Eagan, MN""",preventice solutions,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Primary (Business/Productivity Software),09-Nov-2021,Merger/Acquisition,"""Mountain View, CA""",primary (business/productivity software),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Prime Medicine (NAS: PRME),20-Oct-2022,IPO,"""Cambridge, MA""",prime medicine,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
PROCEPT BioRobotics (NAS: PRCT),15-Sep-2021,IPO,"""Redwood Shore, CA""",procept biorobotics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Procore Technologies (NYS: PCOR),20-May-2021,IPO,"""Carpinteria, CA""",procore technologies,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Prodfiler,01-Nov-2021,Merger/Acquisition,"""Seattle, WA""",prodfiler,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Prodigy (Automotive),08-Apr-2021,Merger/Acquisition,"""San Francisco, CA""",prodigy (automotive),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Profit by Paymentus,19-Dec-2022,Merger/Acquisition,"""New York, NY""",profit by paymentus,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Profitero,03-May-2022,Merger/Acquisition,"""Boston, MA""",profitero,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Profithol (MAD: SPH),14-Dec-2021,IPO,"""Barcelona, Spain""",profithol,,,Wikidata,NONE,45,NO_MATCH,Q131895821,"Profithol,S.A.",hq=spain
ProfoundBio,21-May-2024,Merger/Acquisition,"""Seattle, WA""",profoundbio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ProfumeriaWeb,09-Aug-2022,Merger/Acquisition,"""Milan, Italy""",profumeriaweb,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Progressus Clean Technologies,06-Jan-2023,Merger/Acquisition,"""Wilmington, DE""",progressus clean technologies,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Progyny Global,17-Jun-2024,Merger/Acquisition,"""Berlin, Germany""",progyny global,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Prolupin,10-Oct-2023,Merger/Acquisition,"""Grimmen, Germany""",prolupin,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Prometheus Biosciences,12-Mar-2021,IPO,"""San Diego, CA""",prometheus biosciences,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Prompt Security,05-Sep-2025,Merger/Acquisition,"""New York, NY""",prompt security,,,Wikidata,NONE,70,NO_MATCH,Q136513933,Prompt Security,hq=united states
Pronto Money Transfer,01-Sep-2021,Merger/Acquisition,"""Manhattan Beach, CA""",pronto money transfer,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Propel Holdings (TSE: PRL),20-Oct-2021,IPO,"""Toronto, Canada""",propel,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Protect AI,22-Jul-2025,Merger/Acquisition,"""Seattle, WA""",protect ai,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ProteoMediX,15-Dec-2023,Merger/Acquisition,"""Schlieren, Switzerland""",proteomedix,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Proterra (Road),25-Feb-2021,Reverse Merger,"""Burlingame, CA""",proterra (road),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Protocol Media,26-Aug-2021,Merger/Acquisition,"""Arlington, VA""",protocol media,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Protocols.io,21-Jul-2023,Merger/Acquisition,"""Berkeley, CA""",protocolsio,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Protomer Technologies,14-Jul-2021,Merger/Acquisition,"""Pasadena, CA""",protomer technologies,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Protypia,30-Jul-2022,Merger/Acquisition,"""Nashville, TN""",protypia,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Provention Bio,27-Apr-2023,Merger/Acquisition,"""Red Bank, NJ""",provention bio,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Provision Healthcare,19-Jul-2022,Merger/Acquisition,"""Knoxville, TN""",provision healthcare,2005,operating_founding,Wikidata,LOW,45,REVIEW,Q30267592,Provision Healthcare (United states),"hq=united states; desc=company in Knoxville, United States"
Pry Financials,17-Mar-2022,Merger/Acquisition,"""San Francisco, CA""",pry financials,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PsyBio Therapeutics (STU: PSYB),19-Feb-2021,Reverse Merger,"""Denver, CO""",psybio therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
PsyRx CNS Bio-Tech (TAE: PSRX),27-Jul-2021,IPO,"""London, United Kingdom""",psyrx cns bio-tech,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Public Square (Internet Retail) (NYS: PSQH),19-Jul-2023,Reverse Merger,"""West Palm Beach, FL""",public square (internet retail),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pulmokine,26-Nov-2024,Merger/Acquisition,"""Rensselaer, NY""",pulmokine,,,Wikidata,NONE,45,NO_MATCH,Q30284371,Pulmokine (United States),"hq=united states; desc=company in Rensselaer, United States"
PulpoAR,01-May-2022,Merger/Acquisition,"""Lewes, DE""",pulpoar,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Pulse (Social/Platform Software),17-Jun-2021,Merger/Acquisition,"""San Francisco, CA""",pulse (social/platform software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
