order	company	size	category	hq	keywords	acquirer
177	Resonant	295.7	Devtools/DevOps	Austin, TX	antenna design, design software, email and authoring, filters design, kms, knowledge manag	Murata Manufacturing Company (TKS: 6981)(Norio Nakajima)
178	Higi (Decision/Risk Analysis)	16.1	Healthcare	Chicago, IL	biometric screening, chronic conditions management and prevention, digital care, general c	Babylon Health(Ali Parsa)
179	Layer0	54.96	Enterprise Software	San Francisco, CA	application infrastructure, business agility, cloud software, domain deployment, domain de	Edgio(Robert Lyons)
180	Prodfiler	20.0	Devtools/DevOps	Seattle, WA	cloud computing optimization, cloud computing software service, cloud computing technology	Elastic (Database Software) (NYS: ESTC)(Shay Banon)
181	Protocols.io	10.1	Enterprise Software	Berkeley, CA	cloud-based platform, cloud-based platform developer, cloud-based platform provider, knowl	Springer Nature (FRA: SPG)(Harsh Jegadeesan)
182	Royal Alliances	18.0	Physical Economy	Irving, TX	delivery service, direct mail campaigns, enterprise software, logistics market, mail track	Vegvisir Capital(Kyle Reesing)
183	Pandologic	181.63	Enterprise Software	Irvine, CA	advertisement distribution, advertisement distribution platform, advertising network servi	Veritone (NAS: VERI)(Chad Steelberg)
184	Opus One Solutions	70.0	Enterprise Software	Richmond Hill, Canada	electricity grid management, energy management, enterprise asset management, enterprise re	GE Digital
185	OfferFit	304.0	Enterprise Software	Boston, MA	automated experimentation, decision engine, ecommerce personalization, marketing platform,	Braze (NAS: BRZE)(Bill Magnuson)
186	iMotions	51.15	Enterprise Software	Copenhagen, Denmark	human behavior analysis, human behavior measuring, human behavior research, human behavior	Smart Eye (STO: SEYE)(Martin Krantz)
187	Cardiac Insight	22.62	Healthcare	Bellevue, WA	cardiac diagnostic, cardiovascular research, diagnostic care, ecg monitor, ecg system, hea	Dreamtech (KRX: 192650)(Hyungmin Kim)
188	Cernostics	80.73	Healthcare	Pittsburgh, PA	cancer tissue analysis, digital imaging pathology, digital pathology, precision medicine, 	Castle Biosciences (NAS: CSTL)(Derek Maetzold)
189	Five Stars Loyalty	317.0	Enterprise Software	San Francisco, CA	crm, customer loyalty card, customer relationship management, integrated payment, loyalty 	SumUp(Marc-Alexander Christ)
190	Amobee	211.8	Enterprise Software	Redwood City, CA	advertising solution, advertising solution service, crm, customer relationship management,	Nexxen (NAS: NEXN)(Ofer Druker)
191	ARTELLA Solutions	10.0	Healthcare	Houston, TX	healthcare agency, healthcare firm, mobile cardiac telemetry, patient monitoring, patient 	
192	Social Chain (Media and Information Services (B2B))	291.28	Enterprise Software	Manchester, United Kingdom	digital media marketing, influencer marketing, online marketing campaign, social media mar	The Social Chain
193	Weekend Health	132.0	Healthcare	San Francisco, CA	chronic conditions management and prevention, chronic health conditions, digital health ca	WW International (NAS: WW)(Sima Sistani)
194	Mobile Vikings	157.94	Devtools/DevOps	Hasselt, Belgium	mobile platform, mobile platform operator, mobile platform service, mobile service, networ	Proximus (Brussels) (BRU: PROX)(Guillaume Boutin)
195	LeaseTrack	20.75	Enterprise Software	New York, NY	compliance data, compliance policy, insurance compliance, insurance management platform, p	The Baldwin Group (NAS: BWIN)
196	Hents_	16.0	Devtools/DevOps	London, United Kingdom	asset management, asset management technology, cloud platform, cyber security, enterprise 	LUX Fund Technology & Solutions(Jeremy Siegel)
197	Reflektive	14.2	Enterprise Software	San Francisco, CA	employee feedback, enterprise resource planning, erp, human capital management, performanc	Learning Technologies Group(Jonathan Satchell)
198	TrapX Security	18.65	Devtools/DevOps	Waltham, MA	cloud-based cybersecurity, cyber threat, cybersecurity platform, cybersecurity platform co	Commvault Systems (NAS: CVLT)
199	OccasionGenius	12.0	Enterprise Software	Richmond, VA	api design, api system, artificial intelligence engine, customer engagement, discovery tec	Hostelworld Group (LON: HSW)
200	Insignia Health	34.42	Healthcare	Wilmington, DE	care management, health management, health management platform, health management system, 	Phreesia (NYS: PHR)
201	Omixon	25.0	Healthcare	Budapest, Hungary	genetic testing, genetics company, molecular biology, molecular diagnostics company, mutat	Werfen (Spain)
202	Geneva	17.5	Enterprise Software	New York, NY	chat application, chat room, dating application, messaging application, social audio, soci	Bumble (NAS: BMBL)(Lidiane Jones)
203	Morpheus Data	147.0	Devtools/DevOps	Greenwood Village, CO	agile operations, cloud application, cloud application management, cloudtech and devops, e	Hewlett Packard Enterprise (NYS: HPE)(Fidelma Russo)
204	MesDocteurs	68.96	Healthcare	Aubagne, France	doctor connection platform, healthcare application, healthcare information, medical platfo	Cegedim Sant�
205	apoplex medical technologies	17.94	Healthcare	Pirmasens, Germany	cardiac condition treatment, health tech company, healthcare software company, stroke dete	
206	Codeplay	59.72	Devtools/DevOps	Edinburgh, United Kingdom	api toolkit, artificial intelligence software, custom compiler, enterprise software tools,	Intel (NAS: INTC)(Patrick Gelsinger)
207	NeuVector	130.0	Devtools/DevOps	San Jose, CA	application security, cloud native, container security, end-to-end security system, firewa	SUSE(Melissa Di Donato)
208	Bug Capture	20.0	Devtools/DevOps	Berlin, Germany	debugging platform, debugging software, debugging tools, recording tool, screen recording,	BrowserStack(Ritesh Arora)
209	INDUS.AI	24.3	Enterprise Software	San Francisco, CA	analytics intelligence, cloud-based technology, computer vision data, construction analyti	Procore Technologies (NYS: PCOR)(Craig Courtemanche)
210	Video Intelligence	54.2	Enterprise Software	Zurich, Switzerland	content management, content management system, content syndication platform, contextual an	Outbrain (NAS: TEAD)(David Kostman)
211	Sage Sales Management	41.91	Enterprise Software	Barcelona, Spain	ai sales, crm software, mobile crm, sales assistant, sales management, sales productivity	Sage Group (LON: SGE)(Jos� Zabala)
212	MindBeacon	64.65	Healthcare	Toronto, Canada	behavioral health, digital health therapy provider, digital mental health solutions, digit	Kii Health's
213	Neosec	86.7	Devtools/DevOps	Palo Alto, CA	ai software, api access, api analytics platform, api design, api management, cybersecurity	Akamai Technologies (NAS: AKAM)
214	Quantib	42.3	Healthcare	Rotterdam, Netherlands	diagnostic workflow, medical image technology, prostate cancer, radiology services, radiol	RadNet (NAS: RDNT)(Howard Berger)
215	Spherics (Business/Productivity Software)	12.33	Enterprise Software	Bristol, United Kingdom	carbon accounting, carbon accounting software, carbon emissions management, carbon measure	Sage Group (LON: SGE)(Amaya Souarez)
216	Wanna (Multimedia and Design Software)	29.4	Enterprise Software	Redwood City, CA	3d modeling, augmented reality app, customer relationship management, deep learning softwa	Farfetch
217	Nativo	120.0	Enterprise Software	El Segundo, CA	advertising platform developer, advertising technology, advertising technology service, co	Life360 (NAS: LIF)(Lauren Antonoff)
218	Apostrophe	181.6	Healthcare	Oakland, CA	acne medication, custom skincare, dermatologist platform, dermatology platform, dermatolog	Hims & Hers Health (NYS: HIMS)(Andrew Dudum)
219	ggCircuit	24.27	Devtools/DevOps	Terre Haute, IN	esport solutions, esports and gaming, esports consultation, esports consulting, esports ev	Esports Entertainment Group (PINX: GMBL)(Grant Johnson)
220	Krizo	20.0	Enterprise Software	Copenhagen, Denmark	corporate crisis management, crisis management system, crisis management tool, crisis resp	Dataminr(Ted Bailey)
221	ITK	47.55	Enterprise Software	Montpellier, France	agricultural production systems, agriculture management, agronomic research, agtech servic	Innoval
222	Resolution Bioscience	50.0	Healthcare	Redmond, WA	biochemistry, bioinformatics, cancer diagnostics, cancer monitoring, dna sequencing platfo	Exact Sciences (NAS: EXAS)(Brian Baranick)
223	Rockerbox	82.35	Enterprise Software	New York, NY	advertising performance, attribution modelling, marketing infrastructure, media campaigns,	DoubleVerify (NYS: DV)(Mark Zagorski)
224	DialogTech	100.0	Enterprise Software	Chicago, IL	calling notification, crm, customer relationship management, interactive voice response, m	Invoca(Gregg Johnson)
225	Pluribus Networks	26.4	Devtools/DevOps	Santa Clara, CA	cloud networking, computer networking, data center networking, it ops, networking software	Arista Networks (NYS: ANET)
226	AdPushup	70.0	Enterprise Software	Wilmington, DE	ad optimization platform, advertisement placement, content creator, crm, customer relation	Geniee (TKS: 6562)
227	Bizdirect	14.58	Devtools/DevOps	Lisbon, Portugal	customer relationship management service, digital transformation solution, information tec	Claranet Portugal
228	Globe (Business/Productivity Software)	12.05	Enterprise Software	Madrid, Spain	application performance, business process application, operational efficiency, performance	Izertis (MAD: IZER)(Pablo Rodr�guez)
229	CRA Health	18.0	Healthcare	Waltham, MA	assessment software, assessment tools, cancer risk assessment, cancer screening, comprehen	Volpara Health Technologies(Ralph Highnam)
230	Specific ( Healthcare Devices and Supplies)	409.73	Healthcare	San Jose, CA	antibiotic efficacy, array development, array power detection, array sensor, array test, b	BioM�rieux (PAR: BIM)(Alexandre Merieux)
231	Sellics	45.87	Enterprise Software	New York, NY	advertising optimization, analytics & cdps, analytics and cdps, business analysis tool, bu	Ascential (Media and Information Services)(Duncan Painter)
232	Respiratory Motion	44.0	Healthcare	Watertown, MA	breathing monitor, critical care, inpatient care, medical device, medical equipment, respi	Senzime (STO: SEZI)(Pia Renaudin)
233	One Codex	83.39	Healthcare	Wilmington, DE	ag biotech, agriculture technology, data sets, genomics search engine, mapping algorithm, 	Invitae
234	Ignis Technologies	11.56	Enterprise Software	Bozeman, MT	enterprise resource planning, erp, fire fighters, fire intelligence, fire intelligence pla	Bridger Aerospace Group Holdings (NAS: BAER)(Timothy Sheehy)
235	Amalto	16.0	Enterprise Software	Houston, TX	b2b integration, data integration, document exchange operations, electronic document excha	Sidetrade (PAR: ALBFR)(Olivier Novasque)
236	Della	11.55	Enterprise Software	London, United Kingdom	ai automation platform, artificial intelligence, big data, content services, contract anal	Wolters Kluwer (AMS: WKL)(Giulietta Lemmi)
237	Flinks	81.65	Enterprise Software	Montreal, Canada	data aggregation, digital banking, enterprise resource planning, erp, financial applicatio	National Bank of Canada (Montreall) (TSE: NA)(Louis Vachon)
238	RxDataScience	67.5	Healthcare	Morrisville, NC	abi custom application, advanced analytics, ai automation platform, analytics platform, da	Syneos Health(Alistair Macdonald)
239	Singular Key	73.19	Devtools/DevOps	Cupertino, CA	authentication, authentication service, authentication system, authentication tech, authen	Ping Identity
240	The League	29.9	Enterprise Software	Austin, TX	dating app, dating application, dating application developer, dating application software,	Match Group (NAS: MTCH)(Bernard Kim)
241	Twill	34.55	Healthcare	New York, NY	behavior change platform, behavioral management, brain training, cognitive behavioral ther	DarioHealth (NAS: DRIO)(Erez Raphael)
242	Measure (Business/Productivity Software)	45.0	Enterprise Software	Washington, DC	aerial intelligence company, aerial intelligence platform, drone solutions provider, drone	AgEagle Aerial Systems (ASE: UAVS)
243	Cyral	23.05	Devtools/DevOps	Milpitas, CA	data breach protection, data infrastructure, data layer technology, data safety, data secu	Varonis (NAS: VRNS)(Yakov Faitelson)
244	Sharktower	13.52	Enterprise Software	Edinburgh, United Kingdom	digital transformation, enterprise agility, knowledge management system, project delivery,	Proteus(Jason Sahota)
245	Metria	75.43	Enterprise Software	Stockholm, Sweden	geo data, geo data analytics, geo data collection, geographic information, property inform	Spir (OSL: SPIR)(Nicolay Moulin)
246	CareLinx	65.57	Healthcare	Burlingame, CA	caregiver marketplace, caregiver scheduling, caregivers, elder care, home care, home care 	Sharecare(Jeffrey Arnold)
247	Zava	247.93	Healthcare	London, United Kingdom	healthcare market, medical service, online clinic, online consultancy, online healthcare, 	Hims & Hers Health (NYS: HIMS)(Andrew Dudum)
248	Koverse	30.0	Enterprise Software	Seattle, WA	ai platform, analytics platform, big data application, data driven solution, data science 	Science Applications International (NAS: SAIC)(Nazzic Keene)
249	StreetLight Data	196.9	Enterprise Software	San Francisco, CA	abi custom application, ai automation platform, analytics platform, connectivity & data ma	Jacobs Solutions (NYS: J)(Steven Demetriou)
250	CodeStream	28.6	Devtools/DevOps	San Francisco, CA	chat communication, collaborating platform, content services, devops, kms, knowledge manag	New Relic
251	Dreamix	59.84	Devtools/DevOps	Sofia, Bulgaria	bespoke software development, managed services firm, nearshore development services, produ	Synechron(Faisal Husain)
252	Calipsa	52.42	Enterprise Software	London, United Kingdom	abi custom application, analytics platform, cctv monitoring, computer vision, remote video	Motorola Solutions (NYS: MSI)(Gregory Brown)
253	Medicx	95.98	Healthcare	Scottsdale, AZ	audience targeting, cross-channel marketing, database marketing, healthcare marketing, hea	OptimizeRx (NAS: OPRX)(William Febbo)
254	Trapelo Health	64.77	Healthcare	Fort Myers, FL	cancer therapeutic, clinical pathways, clinical trials identification, enterprise resource	NeoGenomics (Fort Myers) (NAS: NEO)(Douglas VanOort)
255	Contessa	240.7	Healthcare	Nashville, TN	health care field, health informatics, health informatics platform, health informatics sof	Amedisys(Paul Kusserow)
256	HapYak Interactive Video	13.0	Enterprise Software	Boston, MA	content video marketing, interactive video, video analytics, video commentary, video platf	Newsela(Matthew Gross)
257	ecosio	169.04	Devtools/DevOps	Vienna, Austria	automated communication, content services, erp systems, knowledge management system, manag	Vertex (Software Company) (NAS: VERX)(David DeStefano)
258	Minna Technologies	76.3	Enterprise Software	Gothenburg, Sweden	crm, customer relationship management, ecommerce personalization, membership management, m	MasterCard (NYS: MA)
259	Zimit	76.0	Enterprise Software	Deerfield Beach, FL	crm, customer relationship management, managed services, price quote platform, professiona	Workday (NAS: WDAY)(Peter Schlampp)
260	Planday	221.87	Enterprise Software	Copenhagen, Denmark	enterprise resource planning, erp, human capital management, workforce management, workfor	Xero (ASX: XRO)(Steve Vamos)
261	Embody (Therapeutic Devices)	154.6	Healthcare	Norfolk, VA	arthroscopy product, biologics devices, implant technology, ligament repair, medical devic	Zimmer Biomet (NYS: ZBH)(Bryan Hanson)
262	Lunaphore	169.7	Healthcare	Tolochenaz, Switzerland	ai in healthcare, artificial intelligence in healthcare, cancer diagnostics, genomic data,	Bio-Techne (NAS: TECH)(Charles Kummeth)
263	Springbuk	60.0	Enterprise Software	Indianapolis, IN	analytics solution, benefit plan solutions, corporate health, corporate wellness, cost for	Truven Health Analytics
264	Passage Identity	50.0	Enterprise Software	Austin, TX	authentication platform developer, biometric authentication, user authentication, user aut	1Password(Jeffrey Shiner)
265	OnApp	41.53	Devtools/DevOps	London, United Kingdom	cdn platform, cdn service, cloud management, cloud management platform, cloudtech and devo	Virtuozzo(Alexander Fine)
266	Time2play Media	38.09	Enterprise Software	Saint Julian's, Malta	i-gaming, informative content, lead generation service, media company agency, online media	Gentoo Media (STO: G2M)
267	Edzcom	33.46	Devtools/DevOps	Espoo, Finland	mobile data network, mobile data services, private wireless network, wireless connectivity	Boldyn Networks(Igor Leprince)
268	Convey (Business/Productivity Software)	255.0	Enterprise Software	Austin, TX	ecommerce logistics, freight, freight technology, scm, shipment tracking, supply chain, su	project44(Jett McCandless)
269	Softhale	110.0	Healthcare	Diepenbeek, Belgium	asthma medicine, inhalation device, inhalation device manufacturer, medical device, medica	Sino Biopharmaceutical (HKG: 01177)(Tse Theresa)
270	Meetrics	24.32	Enterprise Software	Berlin, Germany	advertising analytics, advertising platform, crm, display advertising, online advertising,	DoubleVerify (NYS: DV)(Mark Zagorski)
271	Augmented Pixels	24.0	Devtools/DevOps	Palo Alto, CA	augmented reality platform, augmented reality software, augmented reality system, digital 	Qualcomm (NAS: QCOM)
272	Obalon Therapeutics	30.56	Healthcare	Carlsbad, CA	diet control, gastric balloon, obesity, obesity control application, weight loss therapy	ReShape Lifesciences
273	Owler	24.5	Enterprise Software	San Mateo, CA	analytics platform, analytics platform software, business information, business insight pl	Meltwater(John Box)
274	SmartEquip	173.74	Enterprise Software	Norwalk, CT	equipment procurement, equipment procurement services, inventory management, parts procure	RB Global (TSE: RBA)(Ann Fandozzi)
275	pure-systems	93.46	Enterprise Software	Magdeburg, Germany	embedded systems, product lines management, product lines optimization, productline engine	PTC (NAS: PTC)(James Heppelmann)
276	Nextremity Solutions	70.0	Healthcare	Warsaw, IN	bone graft, bone support, hammertoe correction, implants system, medical implantables prod	Medartis (SWX: MED)(Christoph Br�nnimann)
277	Precision Healing	16.58	Healthcare	Newton, MA	clinical care, diagnostic platform, healthcare professionals, medical equipment, patient o	Sanara MedTech (NAS: SMTI)(Ronald Nixon)
278	Native (Media and Information Services (B2B))	40.0	Enterprise Software	New York, NY	business intelligence, consumer insights, data collection platform, market research survey	Premise(Maury Blackman)
279	Giphy	53.0	Enterprise Software	New York, NY	animated cartoon, animated graphics, animation platform, gif provider, graphics interchang	Shutterstock (NYS: SSTK)(Paul Hennessy)
280	Watchkeeper International	19.72	Devtools/DevOps	London, United Kingdom	event management, geospatial software system, geospatial technology, map data, risk manage	Dataminr(Peter Bailey)
281	Neeva	185.42	Enterprise Software	Mountain View, CA	cloud services platform, ecommerce personalization, generative ai, natural language techno	Snowflake (NYS: SNOW)
282	Lexion	154.0	Enterprise Software	Seattle, WA	analytics platform, content services, contract management system, generative ai, knowledge	Docusign (NAS: DOCU)
283	Census	100.0	Enterprise Software	San Francisco, CA	customer data platform, data management software, data sync software, data warehouse, ente	Fivetran
284	Togai	19.8	Enterprise Software	Wilmington, DE	billing support, meter infrastructure, metrics tools, price management, saas business mode	Zuora(Tien Tzuo)
285	DocFox	74.3	Devtools/DevOps	Miami, FL	authentication app, fraud cover, fraud security, programming interface developer, programm	nCino (NAS: NCNO)(Pierre Naud�)
286	HoloBuilder	33.8	Enterprise Software	Lake Mary, FL	construction management, construction management platform, construction progress monitorin	FARO Technologies(Michael Burger)
287	GCommerce	45.1	Enterprise Software	Des Moines, IA	automotive aftermarket, business analysis, crm, customer relationship management, data exc	SPS Commerce (NAS: SPSC)(Archie Black)
288	Wisetek	56.4	Devtools/DevOps	Cork, Ireland	asset disposition services, circular economy development, data destruction, data sanitatio	Iron Mountain (Systems and Information Management) (NYS: IRM
289	Tagger	139.35	Enterprise Software	Santa Monica, CA	audience analytics, campaign launch, campaign management platform, crm, customer relations	Sprout Social (NAS: SPT)(Justyn Howard)
290	Dashworks	18.21	Enterprise Software	San Francisco, CA	ai agent, ai assistant, ai automation platform, collaboration tool, knowledge management s	HubSpot (NYS: HUBS)(Nicholas Holland)
291	eSight	98.3	Healthcare	Zeeland, MI	blinds spot fixing, blurry vision enhancement, electronic glass, eye treatment, eyesight c	Gentex (NAS: GNTX)(Neil Boehm)
292	Intello (Business/Productivity Software)	43.0	Enterprise Software	New York, NY	it operations management, it ops, optimization platform, saas management software, saas op	SailPoint Technologies (NAS: SAIL)
293	Say	132.8	Enterprise Software	Menlo Park, CA	broker platform, capital market, communication platform, connection platform, digital mark	Robinhood (NAS: HOOD)
294	LinkUp (Human Capital Services)	24.15	Enterprise Software	Minneapolis, MN	employment advertising, job marketplace, job openings, job search tool, jobs opportunities	GlobalData (LON: DATA)
295	Ionic Security	30.2	Devtools/DevOps	Atlanta, GA	access control, cloud security risk, data protection, data security, intellectual property	Twilio (NYS: TWLO)
296	Novorender	50.5	Enterprise Software	Sandnes, Norway	3d viewer, 3d visualization system, 3d visualization tool, bim platform, project managemen	Procore Technologies (NYS: PCOR)(Steve Davis)
297	Measure Global	45.0	Enterprise Software	Washington, DC	drones, drones analytics, enterprise resource planning, erp, fleet management system, mapp	AgEagle Aerial Systems (ASE: UAVS)(Michael Drozd)
298	AcuFocus	35.0	Healthcare	Irvine, CA	ophthalmic, ophthalmic cure, ophthalmic goods, ophthalmic optics, ophthalmic services, pre	Bausch + Lomb (TSE: BLCO)(Calvin Roberts)
299	SecureCircle	60.8	Devtools/DevOps	Santa Clara, CA	data access governance, data control, data loss prevention, data loss prevention and prote	CrowdStrike Holdings (NAS: CRWD)(George Kurtz)
300	TerraZero Technologies	11.28	Enterprise Software	Vancouver, Canada	avatar app, blockchain platform, community participation, customer relationship management	BIGG Digital Assets (TSX: BIGG)(Mark Binns)
301	IllumiCare	54.8	Healthcare	Vestavia, AL	diagnostic support, electronic clinical record, electronic medical information, medical so	Premier(Bruce Radcliff)
302	OpenReel	20.83	Enterprise Software	New York, NY	consumer ai, consumer artificial intelligence, editing application, editing tool, knowledg	Banzai International (NAS: BNZI)(Joseph Davy)
303	Supply Vision	14.6	Enterprise Software	Phoenix, AZ	cloud logistics platform, global logistics, logistics software, logistics software company	Descartes Systems Group (TSE: DSG)(Edward Ryan)
304	Ieso	26.86	Healthcare	Cambridge, United Kingdom	artificial intelligence based, behavioral health, cognitive behavioral therapy, delivery s	Mindler(Erica Larson)
305	Qapa	110.73	Enterprise Software	Paris, France	digital recruitment, digital recruitment platform, employment portal, enterprise resource 	Adecco Group (SWX: ADEN)(Alain Dehaze)
306	Swedspot	10.2	Physical Economy	Trollhattan, Sweden	automotive software, autonomous driving, connected vehicles, mobility tech, smart mobility	Knowit (STO: KNOW)(Annika Nordlander)
307	Curv	200.0	Devtools/DevOps	New York, NY	cryptocurrency storage, cryptography software, digital security, digital wallet service, s	PayPal Holdings (NAS: PYPL)(Jose Fernandez da Ponte)
308	Earth Science Analytics	17.07	Devtools/DevOps	Stavanger, Norway	ai platform, analytics platform, cloud computing, data science, digital transformation, ge	Imdex (ASX: IMD)(Paul House)
309	Breaking Free Group	24.46	Healthcare	Birmingham, United Kingdom	addiction issues, addiction treatment, behavioral healthcare, cognitive behavioral therapy	LifeWorks(Neil King)
310	IPKeys Power Partners	43.37	Devtools/DevOps	Tinton falls, NJ	cyber secure energy infrastructure, cyber secure tools, cybersecurity, electricity demand 	Parsons (NYS: PSN)
311	ShieldX	10.8	Devtools/DevOps	San Jose, CA	cloud security service, malware prevention, multi cloud security, network security, networ	Fortinet (NAS: FTNT)
312	Captiv8	161.82	Enterprise Software	San Mateo, CA	advertising items, influencer agency, influencer marketing, marketing platform, social med	Publicis Groupe (PAR: PUB)(Arthur Sadoun)
313	Singular (Sliema)	44.0	Devtools/DevOps	Sliema, Malta	enterprise resource planning, erp, fintech platform, fintech platform operator, game devel	Flutter Entertainment (NYS: FLUT)
314	Datacoral	57.8	Enterprise Software	San Francisco, CA	building data driven product, built-in security, customer engagement, data organisation, d	Cloudera(Robert Bearden)
315	RPM Interactive	19.5	Enterprise Software	New Brunswick, NJ	generative ai, generative ai company, generative ai service, software company, software co	Avalon GloboCare (NAS: ALBT)(Meng Li)
316	BridgeHaul Logistics Solutions	10.0	Enterprise Software	Atlanta, GA	fleet management, logistical platform, online market, transportation management, transport	Bennett International Group(Danny Lowry)
317	Cape Analytics	211.0	Enterprise Software	Palo Alto, CA	analytics platform, computer vision, critical insights, geospatial imagery, property data,	Moody's (NYS: MCO)(Robert Fauber)
318	Fluoptics	33.85	Healthcare	Grenoble, France	cancer care, clinical imaging technology, fluorescence imaging, imaging technology, infrar	Getinge (STO: GETI B)(St�phane Roy)
319	ShiftRight (Business/Productivity Software)	25.57	Enterprise Software	San Jose, CA	business decision making, business intelligence api, business intelligence data, business 	Zscaler (NAS: ZS)
320	Diligent Robotics	34.3	Healthcare	Austin, TX	autonomous machine, healthcare assistance, healthcare robots, intelligent robotics, medica	Serve Robotics (NAS: SERV)(Ali Kashani)
321	Qubitekk	32.05	Devtools/DevOps	Vista, CA	critical infrastructure protection, data integrity, endpoint security, iot security, iot s	IonQ (NYS: IONQ)(Jordan Shapiro)
322	Unify Square	150.4	Enterprise Software	Bellevue, WA	aiops, communications software, enterprise-grade service, issue resolution, saas software,	Unisys (NYS: UIS)(Peter Altabef)
323	Civil Maps	17.0	Enterprise Software	San Francisco, CA	analytics platform, autonomous driving, autonomous machine, autonomous vehicle, hd mapping	Luminar Technologies(Austin Russell)
324	MedShape	205.4	Healthcare	Atlanta, GA	clinical studies, foot and ankle care, foot and ankle surgery, orthopedic device, orthoped	DJO Global(Brady Shirley)
325	Element AI	228.0	Enterprise Software	Montreal, Canada	ai cores, deep domain expertise, deep learning technology, domain expertise, email and aut	ServiceNow (NYS: NOW)(Vijay Narayanan)
326	Lucira Health	36.4	Healthcare	Emeryville, CA	corona test kits, covid testing, diagnostic tools, diagnostics, health diagnostics, infect	Pfizer (Pharmaceuticals) (NYS: PFE)
327	Blue Hexagon	10.0	Devtools/DevOps	Sunnyvale, CA	cyber security system, enterprise security, enterprise security software, enterprise secur	Qualys (NAS: QLYS)(Sumedh Thakar)
328	Accusonus	85.0	Devtools/DevOps	Lexington, MA	audio software, audio software development, digital audio, music software, music software 	Meta Platforms (NAS: META)
329	Element451	220.0	Enterprise Software	Raleigh, NC	admission management, email marketing, email marketing technology, enrollment management, 	PSG
330	BluBracket	25.1	Devtools/DevOps	Palo Alto, CA	codebase debugger, coding security, cybersecurity firm, cybersecurity services, cybersecur	HashiCorp(James Bayer)
331	Bird Office	10.56	Enterprise Software	Paris, France	booking platform, collaborative economy, conference space, conference space provider, corp	Kactus (Media and Information Services (B2B))
332	Carevoyance	13.68	Healthcare	Portland, OR	data analytics, data analytics platform, data delivery platform, healthcare data analytics	Definitive Healthcare (NAS: DH)
333	Tiendeo	38.45	Enterprise Software	Barcelona, Spain	marketing, marketing firm, online brochures, online deals, online offer, web marketing, we	ShopFully
334	Salo Sciences	11.85	Enterprise Software	San Francisco, CA	ai platform, analytics platform, carbon dioxide sequestration, climate change, climate mit	Planet Labs (NYS: PL)(William Marshall)
335	EdgeCast Networks	202.45	Enterprise Software	Santa Monica, CA	content delivery network, content management, data insights, delivery service, last mile d	Edgio(Robert Lyons)
336	Hearsay Systems	180.34	Enterprise Software	San Francisco, CA	advisory services, client engagement platform, client engagement tool, crm, customer relat	Yext (NYS: YEXT)(Michael Walrath)
337	Dataseat	45.0	Enterprise Software	London, United Kingdom	advertising technology, advertising technology company, crm, customer relationship managem	Verve(Sameer Sondhi)
338	Apton Biosystems	135.3	Healthcare	Pleasanton, CA	cancer detection, diagnostic equipment, diagnostic tools, disease identification, dna nano	Pacific BioSciences of California (NAS: PACB)(Christian Henr
339	Venuetize	20.65	Enterprise Software	Tampa, FL	analytics platform, consumer payment, crm, customer relationship management, digital ticke	Everi Holdings(Randy Taylor)
340	Neuro-ID	145.0	Devtools/DevOps	Whitefish, MT	behavioral analysis, behavioral analytics, conversion optimization, fraud analysis, fraud 	Experian (LON: EXPN)(Robert Boxberger)
341	Day Zero Diagnostics	22.46	Healthcare	Watertown, MA	antibiotic resistance, disease diagnostics, genomics sequencing, healthcare data analytics	BioM�rieux (PAR: BIM)
342	Odin Vision	58.65	Healthcare	London, United Kingdom	artificial intelligence-based, cancer detection technology, cancer diagnostics, colon canc	Olympus (Diagnostic Equipment) (TKS: 7733)
343	Deep 6 AI	18.2	Healthcare	Pasadena, CA	clinical data analytics, clinical data software, health information, healthcare data analy	Tempus AI (NAS: TEM)(Eric Lefkofsky)
